Farmer No.,Week1,Week2,Week3,Week4,Week5,Week6,Week7,Week8,Week9,Week10,Week11,Week12,Week13,Week14,Week15,Week16,Week17,Week18,Week19,Week20,Week21,Week22,Week23,Week24,Week25,Week26,Week27,Week28,Week29,Week30,Week31,Week32,Week33,Week34,Week35,Week36,Week37,Week38,Week39,Week40,Week41,Week42,Week43,Week44,Week45,Week46,Week47,Week48,Week49,Week50,Week51,Week52
1001,"6,030","11,714","9,576","10,376","10,547","7,963","8,688","10,448","5,576","13,105","10,383","10,678","9,873","10,018","7,599","7,716","7,523","6,158","5,367","4,796","4,861","5,975","6,480","8,033","7,016","6,526","6,424","6,162","6,948","6,349","1,379","4,606","4,001","2,391","3,662","4,608","4,376","2,601","2,128","2,359","1,370","1,203","1,471","1,742",202,0,0,0,0,0,"1,417","2,033"
1002,"3,171","1,899","1,416","1,928","1,438","1,771","2,469","2,593","1,579","4,226","2,848","2,897","2,874","2,653","2,739","4,469","5,998","6,406","7,251","7,615","7,705","7,500","7,686","7,177","7,153","6,076","5,451","5,596","5,371","5,192","4,766","4,562","5,709","5,243","5,252","5,505","5,059","5,116","4,388","3,546","3,371","2,933","2,815","2,731","3,149","2,712","2,618","2,759","3,001","3,457","3,353","2,922"
1003,434,160,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,846","11,314","28,137","16,268","3,658","6,363","5,238","6,178","5,219","5,085","5,087","5,033","2,991","3,182","3,929","3,177","2,237","1,502","1,254","4,452","1,527",741,0,0,0,0,0,0,0,855,"1,387",785,472
1004,0,"9,378","18,389","12,222","9,404","9,031","5,636","6,982","6,251","11,875","3,933","11,698","20,701","20,951","100,998","135,351","141,200","209,403","210,755","155,396","118,574","170,475","135,460","148,670","166,231","173,744","151,257","109,131","155,515","128,067","97,596","45,498","14,699","64,270","25,151","25,229","24,695","30,724","26,947","24,806","22,768","18,937","20,579","16,290",0,0,"7,489","10,173","12,151","14,062","12,721","14,416"
1005,"40,066","28,273","21,234","12,640","2,780",0,0,0,0,0,0,"5,484","9,683","36,362","27,096","48,211","35,180","22,816","17,477","10,978","17,704","34,076","45,510","38,323","51,409","56,231","61,834","55,360","65,012","57,573","44,229","38,789","26,090","13,143","9,883","5,608",0,"9,928","11,583","24,984","9,281",0,0,0,0,0,"1,618","23,996","29,823","43,128","20,775","64,546"
1006,664,400,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,950,0,0,0,0,0,0,0,0,0,0,0,0,"1,203","2,398"
1007,"1,039","9,022","26,007","16,429","25,630","24,437","25,490","35,212","22,851","36,990","17,695","24,215","49,353","84,106","115,309","151,279","155,557","148,275","136,426","100,439","125,473","136,214","154,941","113,661","73,426","99,445","116,857","99,547","85,530","56,903","59,989","55,073","37,019","39,863","11,244","9,563","9,964","17,951","21,206","22,669","16,427","15,549","24,481","21,334","2,819","1,902","13,750","17,690","31,128","19,413","16,391","22,360"
1008,"9,640","8,802","9,544","9,050","8,798","8,213","8,724","9,066","5,441","10,459","9,437","10,826","10,736","12,153","13,366","13,239","13,609","11,022","10,044","8,682","8,723",0,0,0,0,0,"16,059","54,816","43,717","40,346","23,497","30,957","32,644","33,008","30,842","32,570","32,108","30,999","29,744","30,286","26,295","24,897","25,364","25,999","27,712","27,946","26,815","29,742","30,238","30,229","32,176","30,613"
1009,0,"19,056","26,097","29,042","29,431","31,208","31,507","30,591","20,741","42,761","33,993","34,735","35,124","36,353","35,034","33,406","34,128","36,871","35,809","38,556","44,425","47,124","43,257","48,393","43,826","55,898","51,779","55,831","56,036","63,016","68,397","62,162","61,666","73,807","62,784","62,421","61,634","58,706","58,696","52,942","46,475","40,683","57,733","54,499","48,768","57,025","58,724","49,506","53,768","57,641","44,477","57,255"
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,374","4,519",0,0,"3,250","5,669","5,407","5,483","6,316","4,800","5,678","5,567","5,382","5,586",791,0,0,0,0,0,0,0,0,0,0,"2,718","2,778","1,895","1,168","1,218","1,064",538,"1,046"
1011,"28,941","19,090","18,043","18,818","17,683","17,596","14,953","12,818","5,613","16,261","11,423","10,604","12,258","11,593","13,759","13,968","18,008","15,396","15,039","15,208","15,215","16,092","12,803","12,701","12,570","12,450","10,076","10,746","10,147","18,094","19,437","21,524","23,645","26,707","25,623","33,720","31,365","27,595","27,671","25,326","24,350","24,534","22,594","23,432","25,034","25,300","27,900","26,757","28,542","33,696","34,086","32,719"
1012,"1,096",0,"1,291","3,355","1,626","2,167","3,675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,823","5,523","8,355","7,789","7,625","8,909","9,490","9,034","9,149","9,600","10,686","9,113","11,468","10,861","11,100","10,825","10,224","9,523","10,017","10,019","9,025","7,987","9,760"
1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"1,337","1,410","1,098","1,167",0,221,544,519,535,637,560,434,79,0,0,929,"1,613",0,0,958,"2,137","2,129","1,042","1,068","1,103",911,"1,074",828,"1,286"
1014,"1,221",0,253,"1,498",0,"1,301",877,999,219,"2,499","1,531","1,707","1,530","6,358","4,740","1,813","1,604","1,594","1,600","1,129","1,582","1,543","1,545","2,663","3,264","4,518","7,584","5,912","6,599","6,288","4,312","1,052","4,613","7,871","3,229","4,136","3,023","4,158","6,555","5,257","5,780","4,406","4,518","5,180",0,225,"1,393","4,336","3,768","4,754","2,788","2,561"
1015,0,"2,498",0,"45,757",0,"23,088","33,543","11,189","14,300","54,573","30,150","47,912","66,622","122,552","84,749","200,700","178,005","113,659","120,332","104,046","111,083","117,437","141,455","80,975","159,613","134,750","192,996","114,911","129,921","144,834","170,093","154,629","105,852","121,798","105,156","100,403","103,733","101,328","97,736","62,145","27,202","52,093","19,708",0,0,0,0,0,"52,605","87,031","61,698","84,675"
1016,"51,593","120,645","63,687","71,967","55,799","118,543","121,472","66,549","24,221","29,410","14,933","31,282","32,889","64,481","88,639","59,720","82,123","90,032","89,256","53,838","59,887","55,824","49,518","46,157","57,095","74,327","81,420","60,129","89,943","93,531","83,674","91,994","50,903","31,651","37,996","39,186","24,937","31,579","29,832","48,262","22,162","107,047","12,035",0,0,0,0,0,"32,342","49,112","27,907","15,135"
1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,836","6,994","8,329","8,516","7,692",0,0,0,0,0,930,"2,732","6,969","2,169","4,196","9,960","7,085","1,411",0,"6,941"
1018,"16,261","16,134","18,839","16,096","9,908","12,169","2,873","2,005",0,0,"1,057","6,313","8,264","5,840","5,088","5,500","7,054","6,499","6,772","8,624","14,515","16,233","17,078","10,288","5,422","7,284","8,603","8,195","12,713","12,871","14,901","15,375","13,562","8,812","9,379","8,792","9,226","6,383","7,261","6,716","2,853","1,985","3,557","5,108","3,986","3,424","2,930","6,053","8,551","10,413","5,259","7,507"
1019,"20,771","85,010","97,346","100,289","44,493","10,519","15,850","14,089","10,713","41,151","20,340","19,840","19,832","46,039","116,228","104,217","68,980","52,134","91,256","68,716","102,392","77,481","107,194","106,787","113,538","66,762","88,205","102,258","103,575","93,467","105,463","86,229","86,198","45,908","31,562","11,919","16,917","20,735","34,587","38,447","34,809","47,478","11,429",0,0,0,0,0,0,0,0,"27,672"
1020,"59,864","109,211","5,174","30,317","17,282","32,410","32,838","33,081","9,950","42,308","37,401","26,118","47,798","68,008","119,698","124,411","122,223",0,0,0,"33,997","52,119","44,027","50,801","42,888","46,115","64,897","40,013","73,308","76,978","79,195","69,428","73,765","45,848","32,643","45,089","39,790","34,152","21,642","27,826","10,524","47,455","18,514",0,0,0,"11,099","28,087","34,827","45,703","28,530","84,169"
1021,"4,485","4,117","4,066","4,605","2,136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19,586","20,599","16,466","10,797","15,012","10,213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,170","1,805","1,786","2,013","1,033",468,257
1022,"7,605","6,392","5,493","4,514","1,275","2,943","4,623","2,796","1,727","16,916","11,486","11,448","27,998","44,731","49,385","59,056","115,004","45,631","70,008","59,044","85,802","40,682","62,254","43,535","51,741","64,786","40,067","14,138","34,009","36,324","46,764","21,657","13,286","1,748",0,0,0,0,"5,985","34,092","38,405","29,926","11,377",0,0,0,0,0,"15,438","11,504","9,807","18,740"
1023,"1,323",951,855,724,187,0,"1,163","1,591","1,282","1,503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,127","3,325","3,894","4,550","4,374","4,632","4,129","2,538","3,022","2,191",571,"1,048","1,460","1,309","1,362","1,554","1,118","1,995","1,809",857,"1,233","1,553","1,772","1,572","1,880","2,363","1,448"
1024,"29,552","53,173","33,116","17,216",0,0,0,0,0,0,0,0,0,0,0,0,"29,267",0,"91,243","86,148","76,476","64,569","85,295","83,097","91,470","108,171","118,973","132,594","73,499","93,245","111,838","107,691","106,024","72,891","51,201","35,690",0,0,0,0,0,0,"7,900","19,773","13,192","19,218","7,647","19,864","13,285","16,855","12,402","16,130"
1025,"14,428","9,933","9,695","8,036","5,944","2,218",0,0,0,0,0,0,0,0,0,0,"11,784","14,918","16,395","18,156","19,745","18,310","20,028","20,242","19,375","17,115","18,218","19,738","16,645","14,922","16,424","12,261","11,574","11,630","9,591","9,247","9,765","8,348","8,443","6,025","4,309","5,114","7,214","7,931","6,137","4,864","4,214","3,689","2,545","1,291",848,"1,795"
1026,"12,784","9,924","9,052","9,330","8,514","6,990","6,547","6,142","2,647","7,540","4,691",0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,699"
1027,"6,813","6,825","5,953","4,083","2,393","1,960","1,118",848,"1,777",689,567,"1,348",640,"1,066",838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,733","13,482","4,857","2,844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,420"
1028,"1,433","1,235","1,422",795,597,432,943,"1,299","1,433","3,688","3,196","4,220","2,066",783,"2,053",834,851,506,0,"1,134","1,896",249,"3,448","2,933","5,380","4,612","5,244","5,864","4,179","3,830","5,375","5,270","2,518",398,773,0,0,"1,078",0,0,0,254,"2,199","1,280",0,0,0,0,"1,664","3,276","2,850","10,785"
1029,0,0,0,0,0,0,0,"5,898","4,733","10,112","6,231","6,667","7,969","9,504","14,802","17,719","26,861","21,594","20,590","32,834","28,344","20,753","18,735","11,155","16,209","10,710","14,711","13,686","16,329","14,437","15,390","11,856","11,471","10,102","13,964","12,641","17,399","18,183","15,444","17,728","12,891","7,950","10,244","5,427","5,363","6,587","10,294","12,431","9,503","11,720","5,519","7,321"
1030,"96,726","107,138","64,016","16,962","5,502","10,404","21,295","35,614","22,001","35,426","18,907","2,949",0,0,0,0,"49,098","70,975","84,206","75,484","91,584","73,495","71,140","80,569","86,207","100,405","96,525","108,292","167,487","194,011","138,160","156,876","183,173","70,873","26,417","18,448","23,070","13,914","10,493","13,387","9,755","12,069","4,600",0,0,0,0,"1,655",0,"11,144","5,947","13,173"
1031,"33,253","23,501","19,611","24,711","20,015","21,048","21,905","22,923","19,151","51,328","39,287","37,989","53,519","56,145","51,749","46,770","50,855","53,365","52,883","55,878","50,482","56,861","53,583","57,809","59,424","65,137","64,778","65,812","61,625","62,851","71,949","65,104","64,551","56,911","45,125","58,175","44,783","12,494","16,083","11,518","5,281","10,865","18,590","34,037","34,171","33,331","29,031","34,753","38,459","37,929","33,909","33,005"
1032,"1,959","3,181","3,214","2,951","1,826","3,753","2,343",655,842,801,723,271,340,816,"2,807",0,"1,212","7,715","4,593","2,983","4,910","4,770","1,229",799,137,"1,094","3,831","3,415","2,220","2,228","3,878",0,0,0,0,0,0,0,0,0,865,0,0,0,0,855,0,0,358,583,0,0
1033,0,0,0,0,0,"2,292","21,381","17,030","8,552","18,436","17,380","11,732","11,724","28,841","98,722","109,164","122,014","16,776","43,586","92,403","95,275","82,812","105,230","77,355","58,091","35,305","45,021","24,571","55,483","64,955","54,083","44,461","32,374","18,122","11,027","8,188","15,167","4,740","2,852",0,0,"13,863","6,851",0,0,0,0,"2,150","3,953","3,558","4,681","34,256"
1034,"20,676",431,0,0,0,0,0,0,0,0,0,0,0,"46,565","54,957","41,341","43,592","47,880","43,550","44,194","40,745","40,080","47,690","55,511","60,657","72,562","100,705","109,131","104,572","123,132","131,053","119,504","126,516","112,080","61,204","56,124","50,752","51,113","58,158","33,797","30,440","14,879","38,705","16,530",0,0,0,0,"22,756","5,431","5,884","23,711"
1035,0,845,"2,720","3,366","1,380","1,542",398,495,0,0,0,0,0,0,"4,683","2,867",0,0,0,0,"11,148","12,886","14,785","14,649","13,066","11,056","15,488","31,213","21,287","24,816","18,321","14,571","32,284","14,696","10,134","9,426","4,401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,896
1036,"43,952","32,576","30,443","31,735","35,331","34,453","33,696","36,857","24,115","50,810","41,826","40,797","42,258","43,492","36,661","37,138","41,649","43,758","52,001","60,437","56,418","61,622","57,653","57,141","58,647","67,048","64,016","61,429","53,230","54,333","52,863","44,148","44,447","50,142","41,069","40,773","39,286","37,219","43,516","33,980","23,857","30,109","45,282","36,568","36,999","38,474","47,192","51,109","53,374","54,938","61,767","57,826"
1037,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,"1,178",578,756,758,"1,544","1,112","1,343",952,596,638,673,360,"1,204",0,0,"8,708","10,102","10,377","10,623","10,056","9,802","8,596",547,"8,999","12,390","7,867","9,677","7,167","6,358","5,774","6,337","5,814","5,170"
1038,"129,037","97,847","98,685","107,029","94,045","97,840","101,870","113,841","62,023","129,988","75,694",0,"33,910","48,606","47,912",0,0,0,0,0,0,0,0,0,0,0,"11,589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40,927","95,414","96,260","91,874","92,040","84,392","100,142","85,494","75,218","39,445","83,426"
1039,"36,574","30,254","26,763","24,482","22,914","21,799","21,585","24,338","11,864","22,065","13,454","13,860","17,666","13,620","15,766","16,002","20,847","15,207","16,147","14,017","17,852","21,687","21,106","23,326","27,202","28,098","29,396","39,179","53,761","54,321","54,873","36,137","12,235",0,0,0,0,0,0,0,0,"6,062","1,623","5,077","2,579","2,933","3,040","3,120","3,062","3,018","2,715","3,042"
1040,"44,854","33,776","31,457","35,068","34,915","25,807","14,363","21,673","17,763","18,120","9,808",0,0,0,0,0,"9,246","17,496","24,362","32,712","16,834",0,0,"35,810","44,250","34,236","37,011","40,856","33,667","32,761","43,516","35,856","41,490","28,672","34,944","37,724","35,511","32,681","25,556","19,746","13,905","21,162","23,669","24,939","23,472","27,063","31,300","33,965","35,233","28,639","19,465","35,639"
1041,"1,648","8,754",0,"1,133",89,0,"1,426","2,128",767,737,"9,973","10,080","7,704","10,964","9,700","4,605","17,556","8,832","26,030","28,459","30,093","21,426","21,249","14,617","16,027","12,233",0,0,0,0,0,0,"6,792",0,0,"16,846","14,428","10,497","1,019",0,0,"14,446","29,358",0,0,0,0,0,0,0,0,753
1042,"6,408","7,536","1,902","7,166",0,0,"3,847","23,625","13,672","45,703","19,146","9,009","7,845","19,164","32,074","23,002","48,433","30,385","38,222","73,141","60,738","56,444","82,284","8,324","23,063","62,744","78,993","69,685","110,851","84,133","55,765","45,246","21,735","22,901","18,387","37,366","39,515","31,938","14,171","18,197","8,634","27,371","15,192",0,0,0,0,"20,456","40,237","36,479","7,292","14,829"
1043,"34,988","114,561","11,705","15,649","30,041","58,238","106,756","57,515",0,"9,240",0,0,"24,392","78,119","71,441","84,451","43,132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,925","37,154","51,569","55,049","47,166","62,620","40,500","70,582","29,493",0,0,0,0,0,"15,968","55,822","30,224","100,340"
1044,0,0,0,0,0,"21,999","80,809","11,700",0,"149,039","127,611","92,512","67,753","72,339","71,982","65,472","57,567","32,808","53,033","59,205","21,009",0,"126,055","107,607","110,149","106,388","131,939","89,704","107,414","103,302","107,420","110,094","59,235","53,489","45,503","29,090","22,755","4,443",0,0,0,0,"10,541",0,0,0,0,0,0,0,0,"4,236"
1045,"73,671","139,294","52,791","56,884","48,714","124,538","124,872","54,407","6,861","87,120","71,190","88,709","146,967","256,215","269,799","171,779","144,678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"38,435","95,097","106,173","83,811","24,987","18,603","2,224","39,164","23,095",0,0,0,0,"16,481","108,245","90,779","39,688","127,212"
1046,"20,892","111,400","103,062","70,404","56,775","61,731","70,429","47,877",0,0,"7,592","18,394","6,933","13,061","69,926","30,237","41,252","49,348","48,833","66,604","83,774","61,359","118,482","95,057","80,067","90,519","79,076","82,807","96,362","82,141","84,615","63,065","40,826","4,842","5,915","7,332","8,119",0,0,0,0,"30,474",0,0,0,0,0,0,0,"2,117",0,0
1047,"26,179","14,700","13,564","19,900","14,809","13,847","13,010","12,757","8,223","20,809","16,923","14,047","15,005","16,123","22,030","23,866","25,309","25,485","26,043","33,514","50,668","52,745","48,246","49,949","49,650","39,487","33,166","36,140","31,648","35,606","45,996","30,446","30,471","33,181","28,170","29,680","25,446","24,937","28,773","23,530","17,813","16,111","23,898","20,144","21,173","21,290","33,701","20,898","17,142","17,077","10,371","19,771"
1048,0,"54,034","27,759","26,486","14,987","30,985","15,923","23,143",492,"1,407",0,0,0,0,0,0,"68,032","75,577","70,285","88,449","86,571","47,904","64,581","2,622",0,"10,547","25,426","5,792",0,0,"43,346","41,291","26,686","13,373",0,"29,499","99,192","111,506","82,253","73,685","46,860","72,793","17,068",0,0,0,"22,967","53,853","66,843","66,664","38,756","75,552"
1049,"10,930","58,888","39,100","99,608","10,503","110,234","124,673","69,198","6,281","39,930","11,550","22,822","22,720","48,581","47,241","36,786","84,526","69,979","104,071","72,093","74,309","84,263","90,941","60,209","59,536","45,591","54,835","42,641","59,253","48,679","39,211","27,136","11,325","8,227","11,385","20,542","28,940","23,632","18,203","20,989","11,077","22,580","16,888",0,0,0,0,0,0,"21,465","22,853","35,178"
1050,"35,560","36,914","22,635","28,437","10,775","8,545","6,024","4,246","2,301","8,463","3,005",851,"8,966",0,"1,401",0,"13,829","1,264","25,717","79,552","57,783","57,770","60,902","63,828","54,650","45,325","54,048","55,791","58,739","60,798","69,444","64,825","70,031","50,515","8,357","14,145","9,675","8,355","14,940","5,546","2,628","2,973","55,604","18,345",0,0,0,0,0,"11,140",0,0
1051,"10,332",0,0,0,0,0,262,458,808,"3,325","3,603","4,967","7,530","9,324","9,290","10,057","11,139","10,619","10,427","12,513","12,073","11,524","10,821","10,275","37,902","53,190","58,101","62,059","64,309","51,768","46,527","51,358","29,315","42,093","35,145","24,544","14,023","13,482","12,149","13,076","9,373","6,059","19,713","7,548","5,158","2,075","8,698",917,375,"1,631","1,588",1
1052,"2,439",834,466,0,0,288,"1,265",588,759,"1,092",853,620,"1,286",570,"1,196",880,712,556,754,588,666,605,333,0,650,515,0,0,0,77,0,0,0,0,0,0,0,84,589,"1,378",814,742,634,267,389,"1,491",959,"1,175",611,0,363,644
1053,0,0,"5,992","5,947","4,545","9,444","10,650","3,859","1,352","7,317","5,252","3,583","6,304","8,789","9,413","11,596","9,758","11,877","10,124","9,325","9,453","7,810","9,803","12,966","12,045","10,160","9,576","10,551","10,970","10,322","7,555","5,949","7,649","6,423","3,425","5,192","7,894","6,989","7,103","6,094","3,208","5,670","8,162","6,323","6,447","5,087","2,919","1,735",0,"2,325",968,"2,702"
1054,"56,309","51,410","52,883","51,717","34,514","33,206","26,187","47,597","31,913","69,739","52,138","51,217","52,249","52,591","42,662","46,234","47,737","46,179","56,039","65,728","67,654","65,674","71,333","69,076","78,673","78,377","73,249","77,928","75,509","75,700","78,218","77,237","70,793","79,409","73,840","85,539","87,153","93,708","96,554","78,640","57,559","65,350","76,909","64,104","52,215","53,709","50,344","45,679","42,793","44,621","33,389","49,139"
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,271","19,921","17,538","13,547","12,348","20,778","18,777","17,750","17,111","13,673","14,569","12,058","9,523","10,653","13,824","11,754","15,379","14,090","11,431","12,400","12,181","12,441","10,716","8,516","9,069","7,667","7,186","6,708","5,459","6,737"
1056,415,696,610,"1,436","1,253","1,278","1,245","1,406",727,722,"1,335",591,"1,486","4,017","4,563","4,831","4,719","3,733","3,870","3,493","3,195","3,086","2,648","3,581","3,555","2,795","3,279","2,917","2,971","2,606","2,920","2,771","3,098","2,843","2,021","1,988","1,771","1,667","1,262","1,759","1,598",993,945,768,"1,422","1,042",965,"1,465","1,055","1,638",714,"1,355"
1057,"18,110","11,453","10,869","11,129","8,758","12,169","10,328","14,974","11,825","22,892","15,004","23,365","26,419","32,555","39,453","48,065","27,247","23,424","23,539","17,621","17,485","19,998","21,862","22,210","21,496","21,498","21,976","22,146","19,920","19,875","22,589","21,221","20,436","23,330","15,376","14,719","12,457","7,510","5,627",0,"12,830","15,009","21,144","13,105","9,077","6,497","4,132","4,902","7,163","4,403","3,747","7,771"
1058,"9,829","6,097","7,527","8,980","8,745","8,462","7,554","6,491","3,769","9,394","6,680","6,309","6,302","6,207","6,267","6,249","6,024","5,680","5,077","4,795","3,383","3,833","3,806","3,986","4,865","5,645","5,847","8,318","9,433","8,805","8,173","5,827","4,830","4,011","4,388","6,262","6,406","5,024","5,148","6,495","4,860","4,071","5,649","7,527","8,237","7,318","6,642","6,485","6,326","5,046","2,308","4,347"
1059,"2,107","1,076",579,654,"5,912","6,306","7,311","8,224","3,669","11,826","7,748","5,764","3,779","1,587","8,814","11,745","13,919","12,969","11,849","10,333","9,275","7,806","12,649","16,171","16,203","19,312","16,291","22,175","25,040","12,519","17,860","8,714","6,743","7,844","4,557","3,541","3,893",904,"1,163","2,133",465,"2,796","2,159","4,037","4,043","2,377","4,306","1,227","3,432","4,051","2,230","3,324"
1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,"1,021","1,886",991,"1,046","1,169","1,245","1,106","1,962","2,865","1,442","2,654","2,461","2,994","3,387","3,818","2,661","3,501","4,801","4,501","5,060","5,346","4,955","4,083","4,387","5,181","4,807","4,539","3,664","3,661","2,946","3,540","1,796","1,797"
1061,"1,496",964,959,632,967,602,346,"1,202",0,"1,474",822,979,"1,567","1,559","1,890","1,839","1,677","1,417","1,238","1,127",755,"1,185","1,108","1,767","2,727","2,791","2,478","1,391",980,576,411,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,"51,261","52,806","80,889","66,078","72,211","86,663","102,842","93,155","47,458","131,343","103,664","110,833","96,541","130,089","169,260","165,906","150,387","144,178","145,835","79,238","129,558","147,321","167,234","160,186","163,206","188,565","151,954","131,367","167,466","137,145","107,355","116,508","84,540","88,470","74,606","69,535","70,593","71,445","54,385","70,965","48,310","43,235","61,504","56,062","31,109","36,259","27,497","35,103","43,474","54,675","19,378","37,040"
1063,"6,489","10,863","10,222","10,237","9,284","12,223","13,148","7,770","1,660",0,"1,476",0,"1,044","8,589","13,143","23,982","21,096","7,957","14,870","18,492","25,692","44,465","58,107","40,578","35,584","37,902","45,273","34,149","27,088","13,965","11,430","11,551","26,330","11,808","1,989",880,683,"1,640",0,"2,467","3,178","2,524","2,947","5,045","1,593","1,640",573,"2,430","4,133","1,893","1,889","2,929"
1064,462,504,82,206,83,881,0,0,0,0,0,0,248,553,617,992,725,"1,885","1,538","1,133","1,690","1,651",843,"1,454",900,852,0,0,342,591,0,"1,187","1,193",333,549,996,"1,144",442,260,764,598,155,"1,033",360,757,620,556,933,"1,081",753,496,605
1065,"16,687","16,107","18,745","7,052","8,224","15,407","22,454","16,991",978,"12,421",763,"1,078","6,997","24,164","49,081","55,564","53,963","46,057","41,818","31,911","30,243","47,301","80,477","58,889","28,844","28,035","68,495","31,093","22,100","26,760","18,479","21,287","25,309","14,557","9,617","18,789","29,693","21,812","15,333","14,268","3,690","9,813","10,193","3,692","3,040",0,0,0,"3,733","8,051",878,"9,625"
1066,0,307,"1,505",959,"1,594","1,399","2,411","3,106","2,330","5,535","3,077","2,000","1,330","1,794","2,524","3,583","3,747","2,970","1,691","2,825","2,842","3,277","3,899","2,332","2,574","2,922","3,352","3,201","3,477","2,602","2,763","2,439","1,396","1,257","1,149","1,647","2,029","1,564","1,980","1,064",786,"1,032",824,"1,510",815,320,"1,551","1,955","1,423","1,339","1,471","1,289"
1067,0,"19,806","18,919","17,855","20,223","23,926","26,848","29,085","19,131","40,439","27,088","24,896","23,120","27,298","28,193","26,785","25,686","25,056","25,078","29,031","28,784","30,598","28,579","31,336","30,958","32,201","31,576","32,824","30,792","33,614","29,777","23,362","20,205","21,734","18,781","19,746","16,651","14,566","17,794","13,723","9,368","8,249","12,192","8,852","5,842","5,574","6,973","11,010","12,585","12,150","7,655","10,891"
1068,342,723,853,624,312,490,847,"1,358","1,530","1,979","2,067","2,089","2,244","2,217","3,905","3,089","2,094","8,908","6,866","8,979","7,317","9,227","14,905","9,057","10,205","8,897","14,358","6,960","6,270","6,669","7,841","8,889","4,074","2,718","1,655","1,280",924,"1,068",881,762,490,"1,061",441,0,0,"1,146","1,039","1,328","1,911","1,641","1,231","1,895"
1069,0,"7,300","7,972","5,416","4,715","1,346",0,0,0,0,0,0,0,0,"15,722","5,934","7,256","4,596","13,978","15,458","19,647","24,320","33,188","48,229","61,282","73,259","72,137","77,911","68,860","64,635","58,358","50,173","77,578","20,515","11,774","12,798","7,515","11,246","9,016","6,827","2,313",0,0,"3,051","4,310",575,595,376,0,0,0,0
1070,"29,262","37,331","35,788","55,054","49,801","64,777","54,077","47,061","29,946","67,541","49,910","48,862","50,752","58,056","56,808","60,328","61,887","57,028","66,662","66,615","62,848","62,776","64,617","69,778","62,936","27,909","10,075","23,129","24,545","15,924","12,522",0,"1,215","9,704","25,317","20,021","18,673","16,426","10,889","15,757","16,718","11,592","12,576","15,598","10,725","11,213","10,494","8,359","5,482","2,018","1,658","1,597"
1071,"17,312","20,791","18,822","9,671","9,004",0,"2,297","3,533","2,641","15,345","24,776","24,905","26,207","25,208","33,120","24,702","30,321","22,738","14,331",0,"27,423","27,343","27,137","23,463","13,743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,199","7,995","5,898","7,367"
1072,"17,350","9,702","12,483","10,015","11,269","15,515","14,536","14,300","8,038","17,019","15,495","12,783","20,500","22,895","25,903","25,564","24,713","23,897","21,997","20,746","26,862","32,308","33,496","36,721","35,413","44,385","43,485","46,272","35,407","26,269","26,385","21,117","19,693","18,279","15,282","15,786","16,242","14,856","19,465","16,553","14,818","13,740","22,305","19,230","23,439","24,682","28,053","30,675","30,848","34,242","30,732","33,731"
1073,"1,549","1,213","1,143",884,"1,361","1,313","1,596","1,426",977,"1,319","1,641","3,605","4,160","6,373","6,235","4,757","5,228","9,497","18,335","15,702","11,941","23,063","24,616","23,199","17,389","18,285","18,616","17,495","15,245","12,089","12,149","8,571","8,743","7,632","5,896","2,916","2,833","2,009","2,424","3,810","2,923","2,182","1,609","1,039","1,389","1,194",404,899,339,417,0,109
1074,"3,348","3,596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,783","4,442","4,750","4,392","4,844","4,405","5,020","5,184","4,924","4,603","4,860","4,003","4,333","3,779","3,230","3,804","3,877","3,558","2,629","3,253","2,747","1,982","2,090","2,414","1,746","1,622","1,613","1,375","1,250","1,316","1,147",940
